Area_Symbol|Map_Symbol|Map_Unit_Name|Map_Unit_Acres|Non-irr_LCC_and_sub|Overall_Index|Mukey
GA243|FeC|Faceville sandy loam, 5 to 8 percent slopes|2450|3e|0.0000|334770
GA243|FeC|Faceville sandy loam, 5 to 8 percent slopes|2450|3e|0.0000|3000850
GA243|GoA|Goldsboro loamy sand, 0 to 2 percent slopes|220|2w|0.2570|334771
GA243|GoA|Goldsboro loamy sand, 0 to 2 percent slopes|220|2w|0.1340|3000963
GA243|GrA|Grady clay loam, 0 to 2 percent slopes, frequently ponded|2155|5w|0.0000|581284
GA243|GrA|Grady clay loam, ponded|2155|5w|0.0000|3000905
GA243|GsA|Greenville sandy clay loam, 0 to 2 percent slopes|8405|1|0.0000|581283
GA243|GsA|Greenville sandy clay loam, 0 to 2 percent slopes|8405|1|0.5050|3000925
GA243|GsB|Greenville sandy clay loam, 2 to 5 percent slopes|12110|3e|0.0000|334774
GA243|GsC|Greenville sandy clay loam, 5 to 8 percent slopes|5050|4e|0.0000|581281
GA243|GsD2|Greenville clay loam, 8 to 15 percent slopes, eroded|50|6e|0.0000|581280
GA243|HnC|Henderson gravelly sandy loam, 2 to 8 percent slopes|5870|4e|0.0000|581258
GA243|HnD|Henderson gravelly sandy loam, 8 to 15 percent slopes|4280|7e|0.0000|581257
GA243|KBA|Kinston and Bibb soils, 0 to 2 percent slopes, frequently flooded|23455|6w|0.0000|334753
GA243|KBA|Kinston and Bibb soils, 0 to 1 percent slopes, frequently flooded|23455|6w|0.0000|3049149
GA243|LkC|Lakeland sand, 0 to 8 percent slopes|17350|4s|0.0000|581292
GA243|LkC|Lakeland sand, 0 to 8 percent slopes|17350|4s|0.0000|2964647
GA243|LkD|Lakeland sand, 8 to 17 percent slopes|8315|7s|0.0000|581291
GA243|LkD|Lakeland sand, 8 to 15 percent slopes|8315|7s|0.0000|2964666
GA243|LmB|Lucy loamy sand, 0 to 5 percent slopes|13965|2s|0.0100|581266
GA243|LmB|Lucy loamy sand, 0 to 5 percent slopes|13965|2s|0.0100|2842517
GA243|LmC|Lucy loamy sand, 5 to 8 percent slopes|6290|3s|0.0000|581265
GA243|LmC|Lucy loamy sand, 5 to 8 percent slopes|6290|3s|0.0000|2842608
GA243|LmD|Lucy loamy sand, 8 to 15 percent slopes|2535|4s|0.0000|581263
GA243|LmD|Lucy loamy sand, 8 to 15 percent slopes|2535|4s|0.0000|2965046
GA243|MaA|Marlboro sandy loam, 0 to 2 percent slopes|805|1|0.1340|334784
GA243|MaB|Marlboro sandy loam, 2 to 5 percent slopes|530|2e|0.0000|581274
GA243|NcB|Nankin-Cowarts complex, 2 to 5 percent slopes|3210|2e|0.0000|334763
GA243|NcD|Nankin-Cowarts complex, 5 to 15 percent slopes|7995|4e|0.0000|581294
GA243|NcF|Nankin-Cowarts complex, 15 to 35 percent slopes|35735|6e|0.0000|581293
GA243|NcF|Nankin-Cowarts complex, 15 to 35 percent slopes|35735|6e|0.0000|3049110
GA243|NoA|Norfolk loamy sand, 0 to 2 percent slopes|560|1|0.1340|334788
GA243|NoA|Norfolk loamy sand, 0 to 2 percent slopes|560|1|0.1340|2882362
GA243|NoB|Norfolk loamy sand, 2 to 5 percent slopes|555|2e|0.1340|581271
GA243|NoB|Norfolk loamy sand, 2 to 5 percent slopes|555|2e|0.0000|2879883
GA243|OeA|Orangeburg loamy sand, 0 to 2 percent slopes|6225|1|0.1340|334790
GA243|OeA|Orangeburg loamy sand, 0 to 2 percent slopes|6225|1|0.1340|2734509
GA243|OeB|Orangeburg loamy sand, 2 to 5 percent slopes|14935|2e|0.1340|581269
GA243|OeB|Orangeburg loamy sand, 2 to 5 percent slopes|14935|2e|0.0000|2734391
GA243|OeC2|Orangeburg sandy loam, 5 to 8 percent slopes, moderately eroded|5240|3e|0.0000|334792
GA243|OeC2|Orangeburg sandy loam, 5 to 8 percent slopes, eroded|5240|3e|0.0000|2942126
GA243|OeD2|Orangeburg sandy loam, 8 to 15 percent slopes, moderately eroded|715|4e|0.0000|581268
GA243|OeD2|Orangeburg sandy loam, 8 to 15 percent slopes, eroded|715|4e|0.0000|3116085
GA243|Pt|Pits|50||99.0000|334818
GA243|ReA|Red Bay loamy sand, 0 to 2 percent slopes|4250|1|0.1340|581262
GA243|ReB|Red Bay loamy sand, 2 to 5 percent slopes|6980|2e|0.0000|581261
GA243|ReC2|Red Bay sandy loam, 5 to 8 percent slopes, eroded|2140|3e|0.0000|581260
GA243|ReD2|Red Bay sandy loam, 8 to 15 percent slopes, eroded|530|4e|0.0000|334804
GA243|TrB|Troup loamy sand, 0 to 5 percent slopes|3830|3s|0.4550|334778
GA243|TrB|Troup loamy sand, 0 to 5 percent slopes|3830|3s|0.0100|2734623
GA243|TrC|Troup loamy sand, 5 to 8 percent slopes|1850|4s|0.0000|334779
GA243|TrC|Troup loamy sand, 5 to 8 percent slopes|1850|4s|0.0000|3000761
GA243|TrD|Troup loamy sand, 8 to 15 percent slopes|2950|6s|0.0000|581277
GA243|W|Water|1575||50.0000|334819
GA245|AgB|Ailey loamy sand, 2 to 5 percent slopes|1130|3s|0.0000|324860
GA245|AgC|Ailey loamy sand, 5 to 8 percent slopes|4030|4s|0.0000|324861
GA245|AgD|Ailey loamy sand, 8 to 12 percent slopes|2200|6s|0.0000|324862
GA245|Av|Altavista sandy loam, 0 to 2 percent slopes|1035|2w|0.0000|324863
GA245|BO|Bibb and Osier soils|15265|5w|0.0000|324864
GA245|Ca|Chastain loam|2250|6w|0.0000|324867
GA245|CC|Chewacla-Chastain association|4280|7w|0.0000|324865
GA245|CR|Chewacla-Riverview association|6620|4w|0.0000|324866
GA245|DgA|Dogue fine sandy loam, 0 to 3 percent slopes|4280|2w|0.0100|324868
GA245|DhA|Dogue-Urban land complex, 0 to 3 percent slopes|1885||0.0055|324869
GA245|DoA|Dothan loamy sand, 0 to 2 percent slopes|830|1|0.0100|324870
GA245|DoA|Dothan loamy sand, 0 to 2 percent slopes|830|1|0.0100|2952774
GA245|DoB|Dothan loamy sand, 2 to 5 percent slopes|4940|2e|0.0100|324871
GA245|DoB|Dothan loamy sand, 2 to 5 percent slopes|4940|2e|0.0000|2952787
GA245|DuB|Dothan-Urban land complex, 0 to 5 percent slopes|495||0.0060|324872
GA245|FeA|Faceville sandy loam, 0 to 2 percent slopes|160|1|0.0410|324873
GA245|FeB|Faceville sandy loam, 2 to 5 percent slopes|1155|2e|0.0000|324874
GA245|FeC|Faceville sandy loam, 5 to 8 percent slopes|440|3e|0.0000|324875
GA245|FsB|Fuquay loamy sand, 1 to 5 percent slopes|4855|2s|0.1340|324876
GA245|FuC|Fuquay-Urban land complex, 2 to 8 percent slopes|3760||4E-06|324877
GA245|GgB|Georgeville loam, 2 to 6 percent slopes|285|2e|0.0000|324878
GA245|GgC|Georgeville loam, 6 to 10 percent slopes|305|3e|0.0000|324879
GA245|GhC|Georgeville-Urban land complex, 2 to 8 percent slopes|2415||4E-06|324880
GA245|GmA|Goldsboro sandy loam|690|2w|0.1340|324881
GA245|GnA|Goldsboro-Urban land complex|2100||0.0846|324882
GA245|GoE|Goldston slaty silt loam, 10 to 25 percent slopes|60|7s|0.0000|324883
GA245|Gr|Grady loam|415|5w|0.0000|324884
GA245|GvB|Grover sandy loam, 2 to 6 percent slopes|355|2e|0.0000|324885
GA245|GvC|Grover sandy loam, 6 to 10 percent slopes|105|3e|0.0000|324886
GA245|HZ|Hydraquents, mucky|1195|7w|0.0000|324887
GA245|LkB|Lakeland sand, 2 to 5 percent slopes|12280|4s|0.0000|324888
GA245|LkC|Lakeland sand, 5 to 10 percent slopes|1705|6s|0.0000|324889
GA245|LkD|Lakeland sand, 10 to 17 percent slopes|2235|7s|0.0000|324890
GA245|LmB|Lucy loamy sand, 1 to 5 percent slopes|4945|2s|0.0100|324891
GA245|LmC|Lucy loamy sand, 5 to 8 percent slopes|2760|3s|0.0000|324892
GA245|LmD|Lucy loamy sand, 8 to 15 percent slopes|2705|4s|0.0000|324893
GA245|MkB|Mecklenburg loam, 2 to 6 percent slopes|30|2e|0.0000|324894
GA245|OeA|Orangeburg loamy sand, 0 to 2 percent slopes|805|1|0.0100|324895
GA245|OeB|Orangeburg loamy sand, 2 to 5 percent slopes|6635|2e|0.0000|324896
GA245|OeD|Orangeburg loamy sand, 8 to 15 percent slopes|2805|4e|0.0000|324897
GA245|OsC|Orangeburg sandy loam, 5 to 8 percent slopes|3590|3e|0.0000|324898
GA245|Pm|Pits, mines|810||99.0000|324899
GA245|Ra|Rains loamy sand|1950|3w|0.0000|324900
GA245|Rh|Rains-Urban land complex|450||4E-06|324901
GA245|Ro|Riverview silt loam|5510|4w|0.0000|324902
GA245|Rp|Riverview-Urban land complex|990||4E-06|324903
GA245|Rr|Roanoke loam|1980|5w|0.0000|324904
GA245|TwB|Troup fine sand, 1 to 5 percent slopes|30270|3s|0.0100|324905
GA245|TwC|Troup fine sand, 5 to 10 percent slopes|10040|4s|0.0000|324906
GA245|TwD|Troup fine sand, 10 to 17 percent slopes|10065|6s|0.0000|324907
GA245|TxC|Troup-Urban land complex, 1 to 8 percent slopes|6600||4E-06|324908
GA245|UaA|Udorthents, 0 to 2 percent slopes|660||99.0000|324909
GA245|Uc|Udorthents, sandy and loamy|1980||99.0000|324910
GA245|Ud|Urban land|3555||99.0000|324911
GA245|VaC|Vaucluse-Ailey complex, 5 to 8 percent slopes|9810|4s|0.0000|324912
GA245|VaD|Vaucluse-Ailey complex, 8 to 17 percent slopes|7315|6s|0.0000|324913
GA245|VuC|Vaucluse-Urban land complex, 5 to 8 percent slopes|2130||4E-06|324914
GA245|VuD|Vaucluse-Urban land complex, 8 to 17 percent slopes|210||3.5E-06|324915
GA245|W|Water|5305||50.0000|324916
GA245|WeC|Wedowee fine sandy loam, 6 to 10 percent slopes|460|3e|0.0000|324917
GA245|WeD|Wedowee fine sandy loam, 10 to 15 percent slopes|320|4e|0.0000|324918
GA245|WuC|Wedowee-Urban land complex, 6 to 10 percent slopes|710||3.5E-06|324919
GA245|WuD|Wedowee-Urban land complex, 10 to 15 percent slopes|215||3E-06|324920
GA245|WvB|Wickham-Urban land complex, 2 to 6 percent slopes|935||3.5E-06|324921
GA251|35A1|Chipley sand, 0 to 2 percent slopes|0|3s|0.1340|2580231
GA251|36B1|Meldrim sand, 0 to 5 percent slopes||3s|0.0100|2580272
GA251|37B1|Blanton sand, 0 to 5 percent slopes||3s|0.0100|2580361
GA251|39A1|Ridgeland and Echaw soils, 0 to 2 percent slopes||3s|0.1340|2580233
GA251|55A1|Pickney mucky sand, 0 to 2 percent slopes, frequently flooded|0|7w|0.0000|2580235
GA251|165|Udorthents, loamy, 0 to 6 percent slopes|0||99.0000|2580230
GA251|405A1|Chastain and Tawcaw soils, 0 to 2 percent slopes, frequently flooded|0|6w|0.0000|2580234
GA251|700A1|Echaw and Centenary sands, 0 to 3 percent slopes|0|3s|0.1340|2580236
GA251|704B1|Foxworth sand, 0 to 5 percent slopes|0|3s|0.1340|2580237
GA251|709B2|Carnegie sandy loam, 2 to 5 percent slopes, eroded||2e|0.0100|2580278
GA251|709C2|Carnegie sandy loam, 5 to 8 percent slopes, eroded||4e|0.0000|2580279
GA251|712C2|Susquehanna sandy loam, 5 to 8 percent slopes, eroded||4e|0.0000|2580283
GA251|713B1|Eulonia fine sandy loam, 2 to 6 percent slopes||2w|0.2570|2580286
GA251|714A1|Lucy loamy sand, 1 to 5 percent slopes||2s|0.2500|2580287
GA251|714B1|Lucy loamy sand, 0 to 5 percent slopes|0|2s|0.2500|2580238
GA251|714C1|Lucy loamy sand, 5 to 8 percent slopes|0|4s|0.0000|2580239
GA251|715B1|Lakeland sand, 1 to 8 percent slopes|0|4s|0.0000|2580240
GA251|716B2|Varina loamy sand, 2 to 5 percent slopes||2e|0.0100|2580289
GA251|717A1|Eulonia fine sandy loam, 0 to 3 percent slopes|0|2w|0.2570|2580241
GA251|717B1|Eulonia fine sandy loam, 2 to 6 percent slopes|0|2w|0.2570|2580242
GA251|719A1|Grady and Croatan soils, 0 to 2 percent slopes, ponded|0|7w|0.0000|2580243
GA251|724C1|Fuquay loamy sand, 5 to 8 percent slopes||4s|0.0000|2580294
GA251|725C1|Bonifay fine sand, 5 to 8 percent slopes||4s|0.0000|2580295
GA251|729B1|Eulonia fine sandy loam, 2 to 6 percent slopes||2w|0.2570|2580297
GA251|731C1|Dothan sandy loam, 5 to 8 percent slopes||4e|0.0000|2580301
GA251|731C2|Dothan sandy loam, 5 to 8 percent slopes, eroded||4e|0.0000|2580302
GA251|733B1|Kershaw sand, 2 to 8 percent slopes||4s|0.0000|2580305
GA251|733D1|Kershaw sand, 2 to 8 percent slopes||6s|0.0000|2580306
GA251|734A1|Ocilla loamy sand, 0 to 2 percent slopes||3w|0.2570|2580357
GA251|735A1|Albany loamy sand, 0 to 2 percent slopes|0|3w|0.0100|2580358
GA251|736C1|Fuquay loamy sand, 5 to 8 percent slopes||4s|0.0000|2580310
GA251|736D1|Fuquay loamy sand, 8 to 12 percent slopes||6s|0.0000|2580311
GA251|738A1|Bladen fine sandy loam, 0 to 2 percent slopes, occasionally flooded|0|6w|0.2500|2580360
GA251|739A1|Leon sand, 0 to 2 percent slopes|0|4w|0.6290|2580246
GA251|740A1|Mascotte sand, 0 to 2 percent slopes|0|3w|0.6800|2580247
GA251|741A1|Clarendon loamy sand, 0 to 2 percent slopes|0|2w|0.2570|2580248
GA251|742A1|Leefield loamy sand, 0 to 2 percent slopes|0|3w|0.2500|2580249
GA251|744A1|Varina loamy sand, 0 to 2 percent slopes||1|0.2281|2580314
GA251|744B1|Varina loamy sand, 2 to 5 percent slopes||2e|0.2228|2580315
GA251|744B2|Varina loamy sand, 2 to 5 percent slopes||2e|0.2228|2580316
GA251|744C1|Varina sandy loam, 5 to 8 percent slopes||4e|0.0000|2580317
GA251|744C2|Varina sandy loam, 5 to 8 percent slopes, eroded||4e|0.0000|2580318
GA251|745A1|Rains loamy sand, 0 to 2 percent slopes|0|5w|0.2500|2580250
GA251|746A1|Dothan-Norfolk complex, 0 to 2 percent slopes|0|1|0.2281|2580251
GA251|746B1|Dothan-Norfolk complex, 2 to 5 percent slopes|0|2e|0.2228|2580252
GA251|746C1|Dothan sandy loam, 5 to 8 percent slopes, eroded||4e|0.0000|2580320
GA251|747B1|Fuquay loamy sand, 0 to 5 percent slopes|0|2s|0.2500|2580253
GA251|748A1|Rigdon loamy sand, 0 to 3 percent slopes|0|3w|0.2570|2580254
GA251|749B2|Orangeburg loamy sand, 2 to 5 percent slopes||2e|0.2228|2580322
GA251|749C1|Orangeburg sandy loam, 5 to 8 percent slopes||4e|0.0000|2580323
GA251|752A1|Pelham loamy sand, 0 to 2 percent slopes|0|5w|0.2500|2580255
GA251|753C1|Dothan sandy loam, 5 to 8 percent slopes, eroded||4e|0.0000|2580327
GA251|754C1|Fuquay loamy sand, 5 to 8 percent slopes||4s|0.0000|2580330
GA251|755A1|Rutlege sand, 0 to 2 percent slopes, frequently flooded|0|5w|0.0000|2580256
GA251|756B1|Nankin loamy sand, 2 to 5 percent slopes|0|2e|0.0100|2580257
GA251|756C2|Nankin-Cowarts complex, 5 to 8 percent slopes, eroded|0|4e|0.0000|2580258
GA251|757C1|Susquehanna sandy loam, 5 to 8 percent slopes, eroded||4e|0.0000|2580334
GA251|758B2|Tifton loamy sand, 2 to 5 percent slopes||2e|0.2228|2580335
GA251|758C1|Tifton sandy loam, 5 to 8 percent slopes, eroded||4e|0.0000|2580336
GA251|759C1|Fuquay loamy sand, 5 to 8 percent slopes||4s|0.0000|2580339
GA251|760B1|Carnegie sandy loam, 2 to 5 percent slopes, eroded||2e|0.0100|2580340
GA251|761C1|Cowarts sandy loam, 5 to 8 percent slopes, eroded||4e|0.0000|2580343
GA251|763A1|Wahee fine sandy loam, 0 to 2 percent slopes, rarely flooded|0|2w|0.2570|2580261
GA251|767A1|Kinston and Bibb soils, 0 to 2 percent slopes, frequently flooded|0|5w|0.0000|2580262
GA251|770A1|Herod and Muckalee loams, 0 to 2 percent slopes, frequently flooded|0|5w|0.0000|2580263
GA251|782B1|Ailey loamy sand, 0 to 5 percent slopes|0|2s|0.2500|2580264
GA251|782C1|Ailey loamy sand, 5 to 8 percent slopes|0|4s|0.0000|2580265
GA251|782D1|Cowarts-Uchee-Blanton complex, 8 to 12 percent slopes|0|6s|0.0000|2580266
GA251|783A1|Stilson loamy sand, 0 to 2 percent slopes|0|2w|0.2500|2580267
GA251|785A1|Surrency loamy sand, 0 to 2 percent slopes, occasionally flooded|0|6w|0.0000|2580268
GA251|833B1|Eulonia fine sandy loam, 2 to 6 percent slopes||2w|0.2570|2580350
GA251|833B2|Eulonia fine sandy loam, 2 to 6 percent slopes, eroded||2w|0.2570|2580351
GA251|857B1|Bonifay fine sand, 5 to 8 percent slopes||3s|0.0100|2580352
GA251|857C1|Bonifay fine sand, 5 to 8 percent slopes||4s|0.0000|2580353
GA251|857D1|Bonifay fine sand, 8 to 12 percent slopes||6s|0.0000|2580354
GA251|861B1|Cowarts loamy sand, 2 to 5 percent slopes|0|2e|0.0000|1671674
GA251|861C1|Cowarts-Nankin complex, 5 to 8 percent slopes, eroded||4e|0.0000|2580356
GA251|861F1|Remlick-Blanton complex, 15 to 60 percent slopes||3s|0.0000|2580388
GA251|937B1|Blanton-Foxworth complex, 0 to 5 percent slopes||3s|0.0376|2580359
GA251|957B1|Gritney sandy loam, 2 to 5 percent slopes|0|2e|0.0000|2580259
GA251|957C2|Gritney sandy loam, 5 to 8 percent slopes|0|4e|0.0000|2580260
GA251|AbA|Albany loamy sand, 0 to 2 percent slopes|1560|3w|0.0100|2580244
GA251|BdA|Bladen fine sandy loam, 0 to 2 percent slopes, occasionally flooded|19430|6w|0.0000|2580245
GA251|BeB|Blanton sand, 0 to 5 percent slopes|22100|3s|0.0100|2580232
GA251|BfB|Blanton-Foxworth complex, 0 to 5 percent slopes|9965|3s|0.0376|2580274
GA251|CAA|Chastain and Tawcaw soils, 0 to 2 percent slopes, frequently flooded|27335|6w|0.0000|2580362
GA251|ChA|Chipley sand, 0 to 2 percent slopes|1645|3s|0.1340|2580363
GA251|CnA|Clarendon loamy sand, 0 to 2 percent slopes|3845|2w|0.2570|2580364
GA251|CoB|Cowarts loamy sand, 2 to 5 percent slopes|18180|2e|0.1340|2580270
GA251|CtB|Cowarts-Gritney-Urban land complex, 2 to 5 percent slopes|1235|8s|0.0564|2580269
GA251|CuD|Cowarts-Uchee-Blanton complex, 8 to 12 percent slopes|2540|6s|0.0000|2580271
GA251|DcA|Dothan-Clarendon complex, 0 to 2 percent slopes|70|2w|0.2570|2580389
GA251|DnA|Dothan-Norfolk complex, 0 to 2 percent slopes|12885|1|0.2281|2580365
GA251|DnB|Dothan-Norfolk complex, 2 to 5 percent slopes|55150|2e|0.2228|2580366
GA251|EuA|Eulonia sandy loam, 0 to 3 percent slopes|11820|2w|0.2570|2580367
GA251|FoA|Foxworth sand, 0 to 2 percent slopes|3590|3s|0.1340|2580368
GA251|FuA|Fuquay loamy sand, 0 to 2 percent slopes|54150|2s|0.0100|2580369
GA251|FuA|Fuquay loamy sand, 0 to 2 percent slopes|54150|2s|0.2500|2964641
GA251|GCA|Grady and Croatan soils, 0 to 2 percent slopes, ponded|12855|7w|0.0000|2580370
GA251|GrB|Gritney loamy sand, 2 to 5 percent slopes|7565|2e|0.0000|2580371
GA251|HMA|Herod and Muckalee loams, 0 to 2 percent slopes, frequently flooded|14760|5w|0.0000|2580372
GA251|KBA|Kinston and Bibb soils, 0 to 2 percent slopes, frequently flooded|15010|5w|0.0000|2580386
GA251|LaC|Lakeland sand, 0 to 8 percent slopes|2025|4s|0.0000|2580373
GA251|LaC|Lakeland sand, 1 to 8 percent slopes|2025|4s|0.0000|2964650
GA251|LeA|Leefield loamy sand, 0 to 2 percent slopes|3900|2w|0.0100|2580374
GA251|LeA|Leefield loamy sand, 0 to 2 percent slopes|3900|3w|0.2570|3000890
GA251|MeB|Meldrim sand, 0 to 5 percent slopes|915|3s|0.0100|2580375
GA251|NaB|Nankin loamy sand, 2 to 5 percent slopes|10805|2e|0.1340|2580376
GA251|NaB|Nankin loamy sand, 2 to 5 percent slopes|10805|2e|0.0100|3000896
GA251|NcC2|Nankin-Cowarts complex, 5 to 8 percent slopes, eroded|20645|4e|0.0000|2580377
GA251|OcA|Ocilla loamy sand, 0 to 2 percent slopes|6080|3w|0.4550|2580385
GA251|OcA|Ocilla loamy sand, 0 to 2 percent slopes|6080|3w|0.2570|3000804
GA251|PeA|Pelham loamy sand, 0 to 2 percent slopes|24095|5w|0.0000|2580378
GA251|PeA|Pelham loamy sand, 0 to 2 percent slopes|24095|5w|0.0000|2964676
GA251|PkA|Pickney mucky sand, 0 to 2 percent slopes, frequently flooded|3065|7w|0.0000|2580387
GA251|RaA|Rains loamy sand, 0 to 2 percent slopes|15370|5w|0.0000|2580379
GA251|RbF|Remlik-Blanton complex, 15 to 60 percent slopes|1190|6s|0.0000|2580273
GA251|RgA|Rigdon sand, 0 to 2 percent slopes|5|3w|0.7530|2580390
GA251|StA|Stilson loamy sand, 0 to 2 percent slopes|4085|2w|0.0100|2580380
GA251|StA|Stilson loamy sand, 0 to 2 percent slopes|4085|2w|0.2500|3000786
GA251|SuA|Surrency mucky sand, 0 to 1 percent slopes, frequently flooded|14370|6w|0.0000|2580381
GA251|UaB|Uchee loamy sand, 0 to 5 percent slopes|2205|2s|0.2500|2580382
GA251|UbC|Uchee-Blanton complex, 5 to 8 percent slopes|8735|4s|0.0000|2580383
GA251|UrB|Udorthents, loamy, 0 to 6 percent slopes|815||99.0000|2580384
GA251|W|Water|5205||50.0000|2580391
GA255|AlB2|Altavista sandy loam, 2 to 6 percent slopes, eroded|165|2e|0.0000|124936
GA255|Alm|Toccoa and Chewacla soils, 0 to 2 percent slopes, occasionally flooded|1235|3w|0.0000|124937
GA255|Alm|Alluvial land|1235|3w|0.0000|3050522
GA255|Alp|Chewacla, Cartecay, and Toccoa soils, 0 to 2 percent slopes, frequently flooded|4845|3w|0.0000|124938
GA255|Alp|Alluvial land, moderately wet|4845|5w|0.0000|3098190
GA255|AmB|Appling sandy loam, 2 to 6 percent slopes|310|2e|0.0000|124939
GA255|AmB|Appling sandy loam, 2 to 6 percent slopes|310|2e|0.0000|2893470
GA255|AmB2|Appling sandy loam, 2 to 6 percent slopes, moderately eroded|7170|2e|0.0000|124940
GA255|AmB2|Appling sandy loam, 2 to 6 percent slopes, eroded|7170|2e|0.0000|2951585
GA255|AmC2|Appling sandy loam, 6 to 10 percent slopes, moderately eroded|1540|3e|0.0000|124941
GA255|AmC2|Appling sandy loam, 6 to 10 percent slopes, eroded|1540|3e|0.0000|2951591
GA255|AnB3|Appling sandy clay loam, 2 to 6 percent slopes, severely eroded|650|2e|0.0000|124942
GA255|AnC3|Appling sandy clay loam, 6 to 10 percent slopes, severely eroded|645|3e|0.0000|124943
GA255|Avp|Alluvial land, wet|3585|6w|0.0000|124944
GA255|CiB|Colfax sandy loam, 2 to 6 percent slopes|870|3w|0.0000|124955
GA255|Csl|Chewacla silt loam, 0 to 2 percent slopes, frequently flooded|1370|4w|0.0000|124956
GA255|Csl|Chewacla silt loam|1370|4w|0.0000|2771341
GA255|CuC|Cecil-Urban land complex, 2 to 10 percent slopes|1400|8s|3.5E-06|2200315
GA255|CuC|Cecil-Urban land complex, 2 to 10 percent slopes|1400||4E-06|2951668
GA255|CYB|Cecil sandy loam, 2 to 6 percent slopes|460|2e|0.0000|124945
GA255|CYB2|Cecil sandy loam, 2 to 6 percent slopes, moderately eroded|22100|2e|0.0000|124946
GA255|CYB2|Cecil sandy loam, 2 to 6 percent slopes, eroded|22100|2e|0.0000|2951630
GA255|CYC|Cecil sandy loam, 6 to 10 percent slopes|920|3e|0.0000|124947
GA255|CYC|Cecil sandy loam, 6 to 10 percent slopes|920|3e|0.0000|2951642
GA255|CYC2|Cecil sandy loam, 6 to 10 percent slopes, moderately eroded|14620|3e|0.0000|124948
GA255|CYC2|Cecil sandy loam, 6 to 10 percent slopes, eroded|11265|3e|0.0000|2951659
GA255|CYC2+|Cecil sandy loam, 6 to 10 percent slopes, moderately eroded|11265|3e|0.0000|3173868
GA255|CYD|Cecil sandy loam, 10 to 15 percent slopes|470|4e|0.0000|124949
GA255|CYD|Cecil sandy loam, 10 to 15 percent slopes|470|4e|0.0000|2951604
GA255|CYD2|Cecil sandy loam, 10 to 15 percent slopes, eroded|4450|4e|0.0000|124950
GA255|CYE|Cecil sandy loam, 15 to 25 percent slopes|775|4e|0.0000|124951
GA255|CYE|Cecil sandy loam, 15 to 25 percent slopes|775|6e|0.0000|2951608
GA255|CZB3|Cecil sandy clay loam, 2 to 6 percent slopes, severely eroded|8970|3e|0.0000|124952
GA255|CZB3|Cecil sandy clay loam, 2 to 6 percent slopes, severely eroded|8970|3e|0.0000|2952948
GA255|CZC3|Cecil sandy clay loam, 6 to 10 percent slopes, severely eroded|16560|4e|0.0000|124953
GA255|CZD3|Cecil sandy clay loam, 10 to 15 percent slopes, severely eroded|2700|6e|0.0000|124954
GA255|CZD3|Cecil sandy clay loam, 10 to 15 percent slopes, severely eroded|2700|6e|0.0000|2952916
GA255|DgB2|Davidson loam, 2 to 6 percent slopes, moderately eroded|300|2e|0.0000|124957
GA255|DgB2|Davidson loam, 2 to 6 percent slopes, eroded|300|2e|0.0000|2771550
GA255|DhB3|Davidson clay loam, loamy substratum, 2 to 6 percent slopes, severely eroded|230|3e|0.0000|124958
GA255|DhB3|Davidson clay loam, 2 to 6 percent slopes, severely eroded|230|3e|0.0000|2955567
GA255|DhC3|Davidson clay loam, loamy substratum, 6 to 10 percent slopes, severely eroded|130|3e|0.0000|124959
GA255|DhC3|Davidson clay loam, 6 to 10 percent slopes, severely eroded|130|4e|0.0000|2955573
GA255|Gul|Gullied land|75||99.0000|124960
GA255|HYB2|Helena sandy loam, 2 to 6 percent slopes, eroded|2140|2e|0.0000|124961
GA255|HYC2|Helena sandy loam, 6 to 10 percent slopes, eroded|240|3e|0.0000|124962
GA255|HZB3|Helena sandy clay loam, 2 to 6 percent slopes, severely eroded|525|3e|0.0000|124963
GA255|HZC3|Helena sandy clay loam, 6 to 10 percent slopes, severely eroded|325|4e|0.0000|124964
GA255|Lcm|Local alluvial land|1655|2w|0.0000|124968
GA255|LdB2|Lloyd sandy loam, 2 to 6 percent slopes, eroded|3030|2e|0.0000|124969
GA255|LdC2|Lloyd sandy loam, 6 to 10 percent slopes, eroded|1375|3e|0.0000|124970
GA255|LdD2|Lloyd sandy loam, 10 to 15 percent slopes, eroded|310|4e|0.0000|124971
GA255|LdE2|Lloyd sandy loam, 15 to 25 percent slopes, eroded|100|6e|0.0000|124972
GA255|LeB3|Lloyd clay loam, 2 to 6 percent slopes, severely eroded|1995|3e|0.0000|124973
GA255|LeC3|Lloyd clay loam, 6 to 10 percent slopes, severely eroded|2525|4e|0.0000|124974
GA255|LeC4|Lloyd-Gullied land complex, 6 to 10 percent slopes|630||4.9E-06|124975
GA255|LeD3|Lloyd clay loam, 10 to 15 percent slopes, severely eroded|625|6e|0.0000|124976
GA255|LeE4|Lloyd-Gullied land complex, 10 to 25 percent slopes|120||4.9E-06|124977
GA255|LFB3|Lloyd clay loam, compact subsoil, 2 to 6 percent slopes, severely eroded|290|3e|0.0000|124965
GA255|LFC3|Lloyd clay loam, compact subsoil, 6 to 10 percent slopes, severely eroded|290|4e|0.0000|124966
GA255|LGB2|Lloyd sandy loam, compact subsoil, 2 to 6 percent slopes, eroded|495|2e|0.0000|124967
GA255|LhC|Lloyd-Urban land complex, 2 to 10 percent slopes|60||4E-06|2200314
