STATE,STATION_NA,ELEVATION_,AVG_LENGTH_28,AVG_LENGTH_32,ANN_GDD50,Estimated_GDD,ANN_TNORM_,C_Degrees,marine_32,Marine_32_b,mcc_ratio_32,exponent_gdd_32,exponent_32xmarine32,gdd_calc,gdd_calc*marine32,mcc_ratio_28,exponent gdd_28,exponent28*marine28,marine_32_b*gdd_calc
IL,MORRISON,603,187,161,2973,2774.658413,48.5,9.166666667,1,1,17.56363636,1.29624538,1.29624538,0.585514446,0.585514446,20.4,1.37084281,1.37084281,0.585514446
ID,MOUNTAIN HOME,3140,170,141,2862,2776.502141,50.5,10.27777778,1,1,13.71891892,1.392138237,1.392138237,0.586076216,0.586076216,16.54054054,1.481790123,1.481790123,0.586076216
WV,UNION 3 SSE,2110,163,141,2645,2776.502141,50.5,10.27777778,1,1,13.71891892,1.392138237,1.392138237,0.586076216,0.586076216,15.85945946,1.459635005,1.459635005,0.586076216
OH,NORWALK WWTP,670,193,173,2802,2776.682323,49.3,9.611111111,1,0.9,18,1.394649151,1.255184236,0.651256796,0.651256796,20.08092486,1.45598738,1.45598738,0.586131116
UT,NEPHI,5125,165,136,3027,2776.872443,51.1,10.61111111,1,1,12.81675393,1.421905846,1.421905846,0.586189044,0.586189044,15.54973822,1.513474728,1.513474728,0.586189044
IN,LOWELL,665,185,159,2912,2777.714466,48.7,9.277777778,1,1,17.13772455,1.306322732,1.306322732,0.586445602,0.586445602,19.94011976,1.381500101,1.381500101,0.586445602
NE,NORFOLK AP,1550,178,159,3081,2777.714466,48.7,9.277777778,1,1,17.13772455,1.306322732,1.306322732,0.586445602,0.586445602,19.18562874,1.360844479,1.360844479,0.586445602
IA,LEON 6 ESE,1000,179,156,3035,2781.118042,49,9.444444444,1,1,16.51764706,1.32123186,1.32123186,0.587482645,0.587482645,18.95294118,1.38827524,1.38827524,0.587482645
IN,WHEATFIELD 3 WNW,663,182,155,2939,2781.935984,49.1,9.5,1,1,16.31578947,1.326146779,1.326146779,0.587731866,0.587731866,19.15789474,1.405486452,1.405486452,0.587731866
KS,BREWSTER 4 W,3437,170,146,3011,2782.091202,50,10,1,1,14.6,1.369166611,1.369166611,0.58777916,0.58777916,17,1.441741741,1.441741741,0.58777916
CO,STERLING,3938,169,147,2978,2782.719437,49.9,9.944444444,1,1,14.78212291,1.364493458,1.364493458,0.587970578,0.587970578,16.99441341,1.43064989,1.43064989,0.587970578
NY,LOCKPORT 3 S,605,191,163,2597,2782.743746,48.4,9.111111111,1,1,17.8902439,1.293946707,1.293946707,0.587977985,0.587977985,20.96341463,1.374314381,1.374314381,0.587977985
UT,LOGAN UTAH STATE UNIV,4790,196,163,2668,2782.743746,48.4,9.111111111,1,1,17.8902439,1.293946707,1.293946707,0.587977985,0.587977985,21.51219512,1.389182335,1.389182335,0.587977985
IN,PLYMOUTH,815,200,175,2942,2783.357658,49.2,9.555555556,1,0.9,18.31395349,1.392568525,1.253311672,0.65351671,0.65351671,20.93023256,1.469543275,1.469543275,0.588165039
NM,SANTA FE 2,6718,173,152,2405,2783.433979,49.4,9.666666667,1,1,15.72413793,1.340728483,1.340728483,0.588188293,0.588188293,17.89655172,1.402710707,1.402710707,0.588188293
NE,MEDICINE CREEK DAM,2387,173,149,3033,2783.489389,49.7,9.833333333,1,1,15.15254237,1.355067588,1.355067588,0.588205176,0.588205176,17.59322034,1.426895374,1.426895374,0.588205176
OH,HIRAM,1230,198,172,2436,2783.666034,47.7,8.722222222,1,1,19.71974522,1.262943389,1.262943389,0.588258999,0.588258999,22.70063694,1.335624327,1.268843111,0.588258999
IA,AMES 8 WSW,1099,188,161,3114,2786.304828,48.6,9.222222222,1,1,17.45783133,1.304101413,1.304101413,0.589063019,0.589063019,20.38554217,1.382122174,1.382122174,0.589063019
KS,ATWOOD 2 SW,2862,166,141,3199,2786.89945,50.6,10.33333333,1,1,13.64516129,1.399663308,1.399663308,0.589244196,0.589244196,16.06451613,1.477030225,1.477030225,0.589244196
OH,OBERLIN,816,184,160,2700,2787.850771,48.7,9.277777778,1,1,17.24550898,1.309137057,1.309137057,0.589534056,0.589534056,19.83233533,1.378530213,1.378530213,0.589534056
IL,PRINCEVILLE,735,179,159,3014,2789.239702,48.8,9.333333333,1,1,17.03571429,1.314145023,1.314145023,0.589957252,0.589957252,19.17857143,1.37194259,1.37194259,0.589957252
IN,WANATAH 2 WNW,735,185,157,2877,2791.544719,49,9.444444444,1,1,16.62352941,1.324078306,1.324078306,0.590659573,0.590659573,19.58823529,1.406317468,1.406317468,0.590659573
NE,BIG SPRINGS,3678,167,145,2924,2791.953871,50.2,10.11111111,1,1,14.34065934,1.381403495,1.381403495,0.590784238,0.590784238,16.51648352,1.448379798,1.448379798,0.590784238
NY,MOHONK LAKE,1245,203,180,2668,2792.782382,48.9,9.388888889,1,0.9,19.17159763,1.383082205,1.244773984,0.656707422,0.656707422,21.62130178,1.453264062,1.453264062,0.591036679
CO,BONNY DAM 2 NE,3717,173,147,2868,2793.499993,50,10,1,1,14.7,1.372116326,1.372116326,0.59125533,0.59125533,17.3,1.451080041,1.451080041,0.59125533
NV,PARIS RANCH,4140,148,129,3102,2794.276651,52.2,11.22222222,1,1,11.4950495,1.481311576,1.481311576,0.591491972,0.591491972,13.18811881,1.5431368,1.5431368,0.591491972
NV,FALLON EXPERIMENT STN,3965,163,135,2732,2794.383312,51.4,10.77777778,1,1,12.5257732,1.441134684,1.441134684,0.59152447,0.59152447,15.12371134,1.530644276,1.530644276,0.59152447
NE,WAKEFIELD,1390,164,149,3374,2794.396108,49.8,9.888888889,1,1,15.06741573,1.362723337,1.362723337,0.591528369,0.591528369,16.58426966,1.407431206,1.407431206,0.591528369
WA,POMEROY,1900,184,150,2293,2794.601394,49.7,9.833333333,1,1,15.25423729,1.357986929,1.357986929,0.591590918,0.591590918,18.71186441,1.461076932,1.461076932,0.591590918
NE,BRIDGEPORT,3666,159,140,3088,2795.557665,50.8,10.44444444,1,1,13.40425532,1.411672162,1.411672162,0.591882287,0.591882287,15.22340426,1.470590859,1.470590859,0.591882287
UT,FILLMORE,5120,172,140,2939,2795.557665,50.8,10.44444444,1,1,13.40425532,1.411672162,1.411672162,0.591882287,0.591882287,16.46808511,1.512314377,1.512314377,0.591882287
MI,MONROE,590,199,179,2837,2795.662271,49,9.444444444,1,0.9,18.95294118,1.38827524,1.249447716,0.657682399,0.657682399,21.07058824,1.449333137,1.449333137,0.591914159
IA,CRESTON 2 SW,1320,185,162,3079,2796.309012,48.6,9.222222222,1,1,17.56626506,1.306910953,1.306910953,0.592111216,0.592111216,20.06024096,1.373227646,1.373227646,0.592111216
AZ,BLUE,5420,161,130,2619,2798.051725,52.1,11.16666667,1,1,11.64179104,1.477153871,1.477153871,0.592642208,0.592642208,14.41791045,1.579062554,1.579062554,0.592642208
OR,ONTARIO KSRV,2145,171,143,2948,2800.280522,50.5,10.27777778,1,1,13.91351351,1.398143108,1.398143108,0.593321305,0.593321305,16.63783784,1.484982473,1.484982473,0.593321305
IN,CAMBRIDGE CITY 3 N,1000,180,158,2762,2801.935494,49,9.444444444,1,1,16.72941176,1.326930884,1.326930884,0.593825562,0.593825562,19.05882353,1.391266123,1.391266123,0.593825562
VA,BLAND,2000,166,145,2513,2802.607463,50.3,10.16666667,1,1,14.26229508,1.388993624,1.388993624,0.594030306,0.594030306,16.32786885,1.453207157,1.453207157,0.594030306
MA,BLUE HILL OBS MILTON,630,207,180,2517,2804.260384,49,9.444444444,1,0.9,19.05882353,1.391266123,1.252139511,0.660593264,0.660593264,21.91764706,1.474501706,1.474501706,0.594533938
WA,STEHEKIN 4 NW,1270,205,169,2192,2804.70823,48.1,8.944444444,1,1,18.89440994,1.286785655,1.286785655,0.594670393,0.594670393,22.91925466,1.390442295,0.834265377,0.594670393
CO,KARVAL,5075,161,148,2721,2804.872845,50,10,1,1,14.8,1.375072396,1.375072396,0.59472055,0.59472055,16.1,1.414085869,1.414085869,0.59472055
NM,OTIS,6880,173,149,2626,2805.302828,49.9,9.944444444,1,1,14.98324022,1.370379086,1.370379086,0.594851562,0.594851562,17.39664804,1.443018486,1.443018486,0.594851562
AZ,BETATAKIN,7286,172,151,2658,2805.67744,49.7,9.833333333,1,1,15.3559322,1.360912559,1.360912559,0.594965704,0.594965704,17.49152542,1.423827897,1.423827897,0.594965704
NV,LEONARD CREEK RANCH,4224,172,137,2930,2809.623225,51.3,10.72222222,1,1,12.77720207,1.439890326,1.439890326,0.596167954,0.596167954,16.04145078,1.552535504,1.552535504,0.596167954
NE,CULBERTSON,2600,170,144,3163,2812.115727,50.5,10.27777778,1,1,14.01081081,1.401155251,1.401155251,0.5969274,0.5969274,16.54054054,1.481790123,1.481790123,0.5969274
NE,HARTINGTON,1370,175,159,3219,2812.290175,49,9.444444444,1,1,16.83529412,1.329789607,1.329789607,0.596980553,0.596980553,18.52941176,1.376375868,1.376375868,0.596980553
NY,CANANDAIGUA 3 S,720,198,170,2531,2814.126857,48.1,8.944444444,1,1,19.00621118,1.28955789,1.28955789,0.597540176,0.597540176,22.13664596,1.369652973,1.301170324,0.597540176
WA,TONASKET 4 NNE,960,186,157,2412,2814.351128,49.2,9.555555556,1,1,16.43023256,1.339655698,1.339655698,0.597608509,0.597608509,19.46511628,1.425927777,1.425927777,0.597608509
WV,LEWISBURG 3 N,2303,171,147,2672,2815.061104,50.2,10.11111111,1,1,14.53846154,1.387362063,1.387362063,0.597824834,0.597824834,16.91208791,1.460901676,1.460901676,0.597824834
PA,FRANKLIN,990,188,164,2554,2816.209226,48.6,9.222222222,1,1,17.78313253,1.312548204,1.312548204,0.598174658,0.598174658,20.38554217,1.382122174,1.382122174,0.598174658
RI,NORTH FOSTER 1 E,630,188,164,2432,2816.209226,48.6,9.222222222,1,1,17.78313253,1.312548204,1.312548204,0.598174658,0.598174658,20.38554217,1.382122174,1.382122174,0.598174658
NE,IMPERIAL MUNICIPAL AP,3278,175,154,2940,2816.250631,49.5,9.722222222,1,1,15.84,1.354250176,1.354250176,0.598187273,0.598187273,18,1.416857511,1.416857511,0.598187273
NV,WADSWORTH 4 N,4200,151,130,2896,2817.405474,52.3,11.27777778,1,1,11.5270936,1.49185192,1.49185192,0.598539145,0.598539145,13.38916256,1.560820618,1.560820618,0.598539145
IN,COLUMBIA CITY,850,187,162,2812,2819.722374,48.8,9.333333333,1,1,17.35714286,1.322656868,1.322656868,0.599245087,0.599245087,20.03571429,1.395767225,1.395767225,0.599245087
WI,LAKE GENEVA,880,188,162,3057,2819.722374,48.8,9.333333333,1,1,17.35714286,1.322656868,1.322656868,0.599245087,0.599245087,20.14285714,1.398774248,1.398774248,0.599245087
UT,DUGWAY,4340,170,137,3247,2819.761169,51.4,10.77777778,1,1,12.71134021,1.447350898,1.447350898,0.599256907,0.599256907,15.77319588,1.55387721,1.55387721,0.599256907
PA,DERRY 4 SW,1060,175,143,2929,2821.332203,50.7,10.38888889,1,1,13.76470588,1.413258169,1.413258169,0.599735589,0.599735589,16.84491979,1.514013454,1.514013454,0.599735589
IL,JOLIET BRANDON RD DAM,543,206,177,3050,2823.660818,49.4,9.666666667,1,0.9,18.31034483,1.414837756,1.27335398,0.667161222,0.667161222,21.31034483,1.505951461,1.505951461,0.6004451
PA,LOCK HAVEN SEWAGE PLANT,566,192,158,2695,2824.864147,49.2,9.555555556,1,1,16.53488372,1.342541835,1.342541835,0.600811745,0.600811745,20.09302326,1.444459342,1.444459342,0.600811745
NE,AINSWORTH,2510,174,157,3063,2825.754332,49.3,9.611111111,1,1,16.33526012,1.347444394,1.347444394,0.601082978,0.601082978,18.10404624,1.397653766,1.397653766,0.601082978
OH,WOOSTER EXP STN,1020,185,157,2726,2825.754332,49.3,9.611111111,1,1,16.33526012,1.347444394,1.347444394,0.601082978,0.601082978,19.24855491,1.431134835,1.431134835,0.601082978
OR,TOKETEE FALLS,2060,215,148,2094,2826.560321,50.2,10.11111111,1,1,14.63736264,1.390350979,1.390350979,0.601328556,0.601328556,21.26373626,1.605997273,1.605997273,0.601328556
WV,PARSONS 1 NE,1826,177,155,2590,2827.057294,49.5,9.722222222,1,1,15.94285714,1.357167756,1.357167756,0.60147998,0.60147998,18.20571429,1.422969007,1.422969007,0.60147998
CO,STRATTON,4403,177,150,2896,2827.509892,50,10,1,1,15,1.381003656,1.381003656,0.601617883,0.601617883,17.7,1.463625265,1.463625265,0.601617883
NE,GENOA 2 W,1590,166,150,3253,2827.509892,50,10,1,1,15,1.381003656,1.381003656,0.601617883,0.601617883,16.6,1.429384089,1.429384089,0.601617883
SD,WINNER,2010,171,150,3347,2827.509892,50,10,1,1,15,1.381003656,1.381003656,0.601617883,0.601617883,17.1,1.444847811,1.444847811,0.601617883
WA,BARING,760,248,179,1685,2829.944547,49.3,9.611111111,1,0.9,18.62427746,1.412774215,1.271496794,0.669288559,0.669288559,25.80346821,1.638937457,0.671964357,0.602359703
IN,INDIANA DUNES NAT LKSHR,680,218,182,2885,2832.926557,49.1,9.5,1,0.9,19.15789474,1.405486452,1.264937807,0.67029811,0.67029811,22.94736842,1.518704999,0.911223,0.603268299
IA,LOGAN,990,180,160,3221,2834.194502,49.1,9.5,1,1,16.84210526,1.340493633,1.340493633,0.603654632,0.603654632,18.94736842,1.399450042,1.399450042,0.603654632
NV,DYER,4900,159,135,2875,2834.411834,51.8,11,1,1,12.27272727,1.470848801,1.470848801,0.603720851,0.603720851,14.45454545,1.548813778,1.548813778,0.603720851
NC,JEFFERSON 2 E,2770,167,145,2499,2834.568242,50.6,10.33333333,1,1,14.03225806,1.411764011,1.411764011,0.603768507,0.603768507,16.16129032,1.480212321,1.480212321,0.603768507
CA,YREKA SISKIYOU CO,2625,180,139,2558,2834.725321,51.3,10.72222222,1,1,12.96373057,1.446101172,1.446101172,0.603816368,0.603816368,16.78756477,1.579496246,1.579496246,0.603816368
NE,RAVENNA,2050,162,146,3293,2835.677069,50.5,10.27777778,1,1,14.20540541,1.407199017,1.407199017,0.604106359,0.604106359,15.76216216,1.456497146,1.456497146,0.604106359
NV,PIOCHE,6180,174,147,2756,2836.622215,50.4,10.22222222,1,1,14.38043478,1.4026078,1.4026078,0.604394337,0.604394337,17.02173913,1.486521924,1.486521924,0.604394337
NE,SURPRISE,1550,175,157,3220,2837.157536,49.4,9.666666667,1,1,16.24137931,1.35523309,1.35523309,0.604557446,0.604557446,18.10344828,1.408761182,1.408761182,0.604557446
IL,WALNUT,690,188,165,3062,2837.991061,48.7,9.277777778,1,1,17.78443114,1.323299893,1.323299893,0.604811414,0.604811414,20.26347305,1.390448211,1.390448211,0.604811414
NE,GOTHENBURG,2585,171,149,3138,2838.022987,50.2,10.11111111,1,1,14.73626374,1.393346333,1.393346333,0.604821142,0.604821142,16.91208791,1.460901676,1.460901676,0.604821142
IA,RED OAK,1040,175,155,3259,2838.337621,49.6,9.777777778,1,1,15.85227273,1.364923,1.364923,0.604917008,0.604917008,17.89772727,1.424953839,1.424953839,0.604917008
KS,COLBY 1 SW,3170,170,150,3014,2838.479391,50.1,10.05555556,1,1,14.91712707,1.388675899,1.388675899,0.604960205,0.604960205,16.90607735,1.449751417,1.449751417,0.604960205
NM,CUBERO,6195,165,144,2619,2843.885171,50.8,10.44444444,1,1,13.78723404,1.423876687,1.423876687,0.606607304,0.606607304,15.79787234,1.489702873,1.489702873,0.606607304
NV,BLUE EAGLE RANCH HANKS,4780,183,144,3024,2843.885171,50.8,10.44444444,1,1,13.78723404,1.423876687,1.423876687,0.606607304,0.606607304,17.5212766,1.548542164,1.548542164,0.606607304
OR,COTTAGE GROVE 1 NNE,595,214,135,1953,2844.418964,51.9,11.05555556,1,1,12.21105528,1.47827733,1.47827733,0.606769946,0.606769946,19.35678392,1.752233019,1.752233019,0.606769946
IN,BOSWELL 4 WNW,772,183,161,2985,2844.536901,49.1,9.5,1,1,16.94736842,1.343381576,1.343381576,0.606805881,0.606805881,19.26315789,1.408514415,1.408514415,0.606805881
MI,GRAND HAVEN FIRE DEPT,620,204,176,2494,2844.815554,47.9,8.833333333,1,1,19.9245283,1.290089631,1.290089631,0.606890784,0.606890784,23.09433962,1.37021774,0.822130644,0.606890784
IA,CORNING,1215,179,159,3158,2846.865884,49.3,9.611111111,1,1,16.5433526,1.353256482,1.353256482,0.607515504,0.607515504,18.62427746,1.412774215,1.412774215,0.607515504
MO,HAMILTON 2 W,900,177,159,3061,2846.865884,49.3,9.611111111,1,1,16.5433526,1.353256482,1.353256482,0.607515504,0.607515504,18.41618497,1.406706504,1.406706504,0.607515504
SD,WAGNER,1430,177,159,3356,2846.865884,49.3,9.611111111,1,1,16.5433526,1.353256482,1.353256482,0.607515504,0.607515504,18.41618497,1.406706504,1.406706504,0.607515504
CA,IDYLLWILD FIRE DEPT,5380,177,136,2330,2847.380858,51.8,11,1,1,12.36363636,1.474017579,1.474017579,0.607672412,0.607672412,16.09090909,1.609987791,1.609987791,0.607672412
IL,CHICAGO BOTANICAL GARDEN,630,197,166,2814,2847.909572,48.7,9.277777778,1,1,17.89221557,1.326150793,1.326150793,0.607833508,0.607833508,21.23353293,1.417641791,1.417641791,0.607833508
IN,LAKEVILLE,841,195,166,2808,2847.909572,48.7,9.277777778,1,1,17.89221557,1.326150793,1.326150793,0.607833508,0.607833508,21.01796407,1.411553174,1.411553174,0.607833508
NE,RED CLOUD,1720,174,149,3298,2848.929707,50.3,10.16666667,1,1,14.6557377,1.401002083,1.401002083,0.608144335,0.608144335,17.1147541,1.478443001,1.478443001,0.608144335
NY,GREENPORT POWER HOUSE,16,236,206,2904,2849.229408,51.9,11.05555556,0.71,0.71,18.63316583,1.722323797,1.222849896,0.856669931,0.608235651,21.34673367,1.83718871,1.506494743,0.608235651
CO,HOLYOKE,3730,170,150,2932,2849.448891,50.2,10.11111111,1,1,14.83516484,1.396348141,1.396348141,0.608302526,0.608302526,16.81318681,1.457761094,1.457761094,0.608302526
AZ,LUKACHUKAI,6520,172,151,2722,2849.805744,50.1,10.05555556,1,1,15.01657459,1.391667645,1.391667645,0.608411257,0.608411257,17.10497238,1.456004799,1.456004799,0.608411257
IA,OSCEOLA,1110,188,165,3090,2849.877235,48.8,9.333333333,1,1,17.67857143,1.331223844,1.331223844,0.608433039,0.608433039,20.14285714,1.398774248,1.398774248,0.608433039
OH,NAPOLEON,682,194,165,2819,2849.877235,48.8,9.333333333,1,1,17.67857143,1.331223844,1.331223844,0.608433039,0.608433039,20.78571429,1.416952923,1.416952923,0.608433039
WA,GLENOMA,840,201,154,1667,2849.906356,49.8,9.888888889,1,1,15.57303371,1.377465893,1.377465893,0.608441912,0.608441912,20.3258427,1.524082819,1.524082819,0.608441912
PA,INDIANA 3 SE,1102,181,152,2709,2850.000668,50,10,1,1,15.2,1.3869605,1.3869605,0.608470648,0.608470648,18.1,1.476278947,1.476278947,0.608470648
CO,BURLINGTON 4 S,4210,179,153,2881,2850.034068,49.9,9.944444444,1,1,15.38547486,1.382226614,1.382226614,0.608480825,0.608480825,18,1.461772165,1.461772165,0.608480825
NE,CREIGHTON,1630,171,153,3351,2850.034068,49.9,9.944444444,1,1,15.38547486,1.382226614,1.382226614,0.608480825,0.608480825,17.19553073,1.436820879,1.436820879,0.608480825
WA,LONGVIEW,12,276,205,2016,2852.198955,52,11.11111111,0.6,0.71,18.45,1.727257509,1.226352831,0.857944295,0.514766577,24.84,2.012407721,1.207444632,0.609140449
NE,WAHOO,1270,177,159,3193,2858.39112,49.4,9.666666667,1,1,16.44827586,1.361078774,1.361078774,0.611027154,0.611027154,18.31034483,1.414837756,1.414837756,0.611027154
CO,ORDWAY 21 N,4767,163,148,3020,2859.091535,50.5,10.27777778,1,1,14.4,1.413268852,1.413268852,0.611240565,0.611240565,15.85945946,1.459635005,1.459635005,0.611240565
WV,WEBSTER SPRINGS 8 N,1850,173,148,2642,2859.091535,50.5,10.27777778,1,1,14.4,1.413268852,1.413268852,0.611240565,0.611240565,16.83243243,1.49138782,1.49138782,0.611240565
NE,MEAD 6 S,1155,179,157,3302,2859.963945,49.6,9.777777778,1,1,16.05681818,1.370810481,1.370810481,0.611506382,0.611506382,18.30681818,1.43727319,1.43727319,0.611506382
OH,NEW LEXINGTON 2 NW,890,183,154,2812,2861.124931,49.9,9.944444444,1,1,15.48603352,1.385204466,1.385204466,0.611860125,0.611860125,18.40223464,1.474409826,1.474409826,0.611860125
NE,LODGEPOLE,3832,160,142,3145,2861.640955,51.2,10.66666667,1,1,13.3125,1.447926426,1.447926426,0.612017354,0.612017354,15,1.505115658,1.505115658,0.612017354
WA,LANDSBURG,535,231,180,1587,2861.650396,49.5,9.722222222,1,0.9,18.51428571,1.432185715,1.288967144,0.680022478,0.680022478,23.76,1.598326792,0.958996075,0.61202023
IL,DWIGHT,628,188,165,3000,2861.763409,48.9,9.388888889,1,1,17.5739645,1.339147796,1.339147796,0.612054665,0.612054665,20.02366864,1.407100285,1.407100285,0.612054665
MN,WINONA,652,186,165,3313,2861.763409,48.9,9.388888889,1,1,17.5739645,1.339147796,1.339147796,0.612054665,0.612054665,19.81065089,1.401056943,1.401056943,0.612054665
NY,WANTAGH CEDAR CREEK,10,235,207,3050,2866.285311,52,11.11111111,0.71,0.71,18.63,1.73470789,1.231642602,0.863989371,0.613432453,21.15,1.84245146,1.510810197,0.613432453
IN,HOBART 2 WNW,640,194,162,2982,2866.549097,49.2,9.555555556,1,1,16.95348837,1.354148698,1.354148698,0.613512827,0.613512827,20.30232558,1.450689897,1.450689897,0.613512827
UT,TREMONTON,4310,201,162,2770,2866.549097,49.2,9.555555556,1,1,16.95348837,1.354148698,1.354148698,0.613512827,0.613512827,21.03488372,1.472709241,1.472709241,0.613512827
NC,BLOWING ROCK 1 NW,3850,184,161,2250,2867.82973,49.3,9.611111111,1,1,16.75144509,1.359093641,1.359093641,0.613903026,0.613903026,19.14450867,1.428058245,1.428058245,0.613903026
OH,TOLEDO EXPRESS AP,669,186,159,2906,2869.916357,49.5,9.722222222,1,1,16.35428571,1.368901066,1.368901066,0.614538805,0.614538805,19.13142857,1.45079861,1.45079861,0.614538805
PA,RENOVO,660,189,159,2674,2869.916357,49.5,9.722222222,1,1,16.35428571,1.368901066,1.368901066,0.614538805,0.614538805,19.44,1.460195573,1.460195573,0.614538805
CO,WRAY 2 E,3530,168,148,3050,2869.935273,50.6,10.33333333,1,1,14.32258065,1.420908143,1.420908143,0.614544568,0.614544568,16.25806452,1.483401271,1.483401271,0.614544568
ID,WEISER,2120,165,137,3195,2870.45089,51.9,11.05555556,1,1,12.3919598,1.484653756,1.484653756,0.614701673,0.614701673,14.92462312,1.576866339,1.576866339,0.614701673
IA,ONAWA 3 NW,1060,177,158,3285,2870.721453,49.6,9.777777778,1,1,16.15909091,1.373763738,1.373763738,0.614784111,0.614784111,18.10227273,1.431100259,1.431100259,0.614784111
IN,FARMLAND 5 NNW,965,181,158,2949,2870.721453,49.6,9.777777778,1,1,16.15909091,1.373763738,1.373763738,0.614784111,0.614784111,18.51136364,1.443472748,1.443472748,0.614784111
OR,CASCADIA,860,230,149,1703,2870.743146,50.5,10.27777778,1,1,14.4972973,1.416313581,1.416313581,0.614790721,0.614790721,22.37837838,1.686027395,1.011616437,0.614790721
VA,GALAX RADIO WBRF,2385,178,150,2531,2871.38789,50.4,10.22222222,1,1,14.67391304,1.411692626,1.411692626,0.614987169,0.614987169,17.41304348,1.499373558,1.499373558,0.614987169
WV,WEBSTER SPRINGS 1 E,1540,173,152,2595,2872.189564,50.2,10.11111111,1,1,15.03296703,1.402371172,1.402371172,0.615231433,0.615231433,17.10989011,1.467203153,1.467203153,0.615231433
OR,FOSTER DAM,550,277,205,2068,2872.190944,52.2,11.22222222,0.6,0.71,18.26732673,1.744530084,1.23861636,0.866523738,0.519914243,24.68316832,2.036910659,1.222146395,0.615231854
IN,CRAWFORDSVILLE 5 S,762,177,153,3084,2872.347298,50.1,10.05555556,1,1,15.21546961,1.397670487,1.397670487,0.615279493,0.615279493,17.60220994,1.471756516,1.471756516,0.615279493
NC,BOONE 1 SE,3360,193,165,2209,2873.649583,49,9.444444444,1,1,17.47058824,1.347071747,1.347071747,0.61567629,0.61567629,20.43529412,1.430739044,1.430739044,0.61567629
OR,JUNTURA 9 ENE,2830,174,139,2998,2875.797349,51.7,10.94444444,1,1,12.70050761,1.476072181,1.476072181,0.616330697,0.616330697,15.89847716,1.59154793,1.59154793,0.616330697
CT,BRIDGEPORT SIKORSKY AP,5,237,207,3020,2876.351738,52.1,11.16666667,0.71,0.71,18.53731343,1.743381429,1.237800815,0.868309317,0.616499615,21.2238806,1.859650714,1.524913585,0.616499615
WV,WHITE SULPHUR SPRINGS,1920,171,146,2764,2878.545763,50.9,10.5,1,1,13.9047619,1.437624941,1.437624941,0.617168118,0.617168118,16.28571429,1.517090202,1.517090202,0.617168118
OH,BUCYRUS,955,193,167,2770,2881.800612,48.9,9.388888889,1,1,17.78698225,1.344924098,1.344924098,0.618159845,0.618159845,20.55621302,1.422322932,1.422322932,0.618159845
NM,PEDERNAL 9 E,6150,159,142,2738,2882.564298,51.4,10.77777778,1,1,13.17525773,1.463008993,1.463008993,0.618392534,0.618392534,14.75257732,1.51752461,1.51752461,0.618392534
CO,PAONIA 1 SW,5580,173,152,2818,2883.284012,50.3,10.16666667,1,1,14.95081967,1.410076508,1.410076508,0.618611826,0.618611826,17.01639344,1.475264709,1.475264709,0.618611826
NE,MINDEN,2160,180,155,3237,2883.45893,50,10,1,1,15.5,1.395943977,1.395943977,0.618665122,0.618665122,18,1.473105307,1.473105307,0.618665122
CO,KIM 10 SSE,5300,170,153,2592,2883.503913,50.2,10.11111111,1,1,15.13186813,1.405392423,1.405392423,0.618678828,0.618678828,16.81318681,1.457761094,1.457761094,0.618678828
OH,CARPENTER 2 S,822,182,153,2859,2883.503913,50.2,10.11111111,1,1,15.13186813,1.405392423,1.405392423,0.618678828,0.618678828,18,1.495897862,1.495897862,0.618678828
CO,FORT MORGAN,4332,178,154,3030,2883.562081,50.1,10.05555556,1,1,15.31491713,1.400681611,1.400681611,0.618696551,0.618696551,17.70165746,1.47492725,1.47492725,0.618696551
IA,OSKALOOSA,830,192,166,3147,2883.746271,49,9.444444444,1,1,17.57647059,1.349973862,1.349973862,0.618752672,0.618752672,20.32941176,1.427663304,1.427663304,0.618752672
WA,MC MILLIN RESERVOIR,579,234,179,1587,2887.081672,49.8,9.888888889,1,0.9,18.1011236,1.45360584,1.308245256,0.688632159,0.688632159,23.66292135,1.636256668,0.981754001,0.619768943
AZ,SANDERS,5853,171,137,2913,2890.726778,52.1,11.16666667,1,1,12.26865672,1.499574899,1.499574899,0.620879579,0.620879579,15.31343284,1.613413389,1.613413389,0.620879579
MI,SOUTH HAVEN,620,207,182,2751,2890.819146,49.6,9.777777778,1,0.9,18.61363636,1.446582547,1.301924293,0.68989747,0.68989747,21.17045455,1.526542943,1.526542943,0.620907723
ID,HAGERMAN 2 SW,2875,168,141,2954,2890.872538,51.6,10.88888889,1,1,12.94897959,1.474914024,1.474914024,0.620923991,0.620923991,15.42857143,1.563154028,1.563154028,0.620923991
UT,HOVENWEEP NM,5240,161,141,3088,2890.872538,51.6,10.88888889,1,1,12.94897959,1.474914024,1.474914024,0.620923991,0.620923991,14.78571429,1.539782391,1.539782391,0.620923991
WV,BUCKHANNON,1455,171,149,2772,2892.556586,50.7,10.38888889,1,1,14.34224599,1.431625079,1.431625079,0.621437107,0.621437107,16.45989305,1.501036337,1.501036337,0.621437107
WV,ATHENS,2565,168,149,2656,2892.556586,50.7,10.38888889,1,1,14.34224599,1.431625079,1.431625079,0.621437107,0.621437107,16.17112299,1.491376547,1.491376547,0.621437107
